Date,Average Likes Per Photo
7/8/2015,351191.2
7/9/2015,370637.8333
7/10/2015,351272.8
7/11/2015,290947.4444
7/12/2015,334092
7/13/2015,328423.2667
7/14/2015,352070.2667
7/15/2015,373162.0714
7/16/2015,347327.7692
7/17/2015,336504.1429
7/18/2015,378102.75
7/19/2015,379098.8462
7/20/2015,380682.7143
7/21/2015,316108.3
7/22/2015,345128.1765
7/23/2015,381640.6667
7/24/2015,407392.8462
7/25/2015,320631.3125
7/26/2015,350779.8
7/27/2015,324448.0667
7/28/2015,372052.0588
7/29/2015,356551.6667
7/30/2015,370641.2308
7/31/2015,368151.9444
8/1/2015,360900.4375
8/2/2015,315546.25
8/3/2015,361382.5263
8/4/2015,344736.4545
8/5/2015,369229.5333
8/6/2015,398080.5
8/7/2015,416504
8/8/2015,380508.3333
8/9/2015,409845.3333
8/10/2015,403777.375
8/11/2015,372161.875
8/12/2015,397381.1538
8/13/2015,347661.4286
8/14/2015,440310.8462
8/15/2015,427416.875
8/16/2015,404821.9167
8/17/2015,371999.9286
8/18/2015,361039.875
8/19/2015,398645.75
8/20/2015,347438.9286
8/21/2015,349757.7059
8/22/2015,360289.75
8/23/2015,387748.2
8/24/2015,371833.5
8/25/2015,340319.6923
8/26/2015,397926.2222
8/27/2015,353056.1
8/28/2015,347727.7692
8/29/2015,451288.6667
8/30/2015,372567.5714
8/31/2015,359875.1818
9/1/2015,353583.6667
9/2/2015,361736.8125
9/3/2015,369828.2
9/4/2015,347017.1
9/5/2015,402404.9231
9/6/2015,371132.4
9/7/2015,378467.9167
9/8/2015,349775.6667
9/9/2015,348145.7333
9/10/2015,358693.6154
9/11/2015,363388
9/12/2015,458435.5556
9/13/2015,355401.8
9/14/2015,370684.1429
9/15/2015,310369.25
9/16/2015,331150.875
9/17/2015,339980.2857
9/18/2015,353854.2857
9/19/2015,319217.4286
9/20/2015,335277.3077
9/21/2015,324135.2308
9/22/2015,328984.05
9/23/2015,323812.7857
9/24/2015,349428.75
9/25/2015,342145.6316
9/26/2015,380842.2143
9/27/2015,373307.75
9/28/2015,448489
9/29/2015,359062.5
9/30/2015,338821.3529
10/1/2015,345795.1765
10/2/2015,405735.4167
10/3/2015,373090.0833
10/4/2015,399199.5385
10/5/2015,374142.6667
10/6/2015,390214.1053
10/7/2015,362048.25
10/8/2015,356004.2353
10/9/2015,416196.5
10/10/2015,344483.875
10/11/2015,380233.7
10/12/2015,379699
10/13/2015,348117.2
10/14/2015,364231.625
10/15/2015,337871.7273
10/16/2015,371985.6667
10/17/2015,402598.875
10/18/2015,333853.625
10/19/2015,397071.125
10/20/2015,344444.6667
10/21/2015,318541.375
10/22/2015,338931.8125
10/23/2015,336175.5714
10/24/2015,465307.4444
10/25/2015,355270.3
10/26/2015,351743.5
10/27/2015,352545.2353
10/28/2015,327654.2308
10/29/2015,300204.6154
10/30/2015,334777.25
10/31/2015,342808.4615
11/1/2015,339999.1818
11/2/2015,358996.2857
11/3/2015,294433.0714
11/4/2015,374142.8333
11/5/2015,323507.875
11/6/2015,385960.4615
11/7/2015,398466.5455
11/8/2015,373153.5455
11/9/2015,339805.3077
11/10/2015,345171.8125
11/11/2015,349746.2222
11/12/2015,335450.3077
11/13/2015,345292.2308
11/14/2015,368451.4444
11/15/2015,465047.7778
11/16/2015,328359.6923
11/17/2015,354473.9286
11/18/2015,341807.4167
11/19/2015,346639
11/20/2015,344652.9167
11/21/2015,375854.6667
11/22/2015,353911.3636
11/23/2015,306664.8571
11/24/2015,328733.0667
11/25/2015,312402.5
11/26/2015,343945.1053
11/27/2015,350388.6
11/28/2015,376920.1
11/29/2015,357688.7692
11/30/2015,305377
12/1/2015,322087.0526
12/2/2015,332724.4
12/3/2015,270752.2353
12/4/2015,331699.5789
12/5/2015,309463
12/6/2015,329229.1818
12/7/2015,336171.3125
12/8/2015,351311.8571
12/9/2015,300268.8667
12/10/2015,324864.8182
12/11/2015,294450.9375
12/12/2015,302156.1429
12/13/2015,305392.7692
12/14/2015,356192.7
12/15/2015,373841
12/16/2015,373833.25
12/17/2015,317498.8571
12/18/2015,335436.1818
12/19/2015,372018.8333
12/20/2015,315960.5
12/21/2015,291639
12/22/2015,340763.5833
12/23/2015,304804.3077
12/24/2015,311544.75
12/25/2015,326430.7857
12/26/2015,334630.5
12/27/2015,344068.6667
12/28/2015,307057.6923
12/29/2015,367039.5
12/30/2015,342507.5833
12/31/2015,370096.6111
1/1/2016,444439.3333
1/2/2016,388887.3333
1/3/2016,386906.4
1/4/2016,358582.4
1/5/2016,346357.8182
1/6/2016,368420.1667
1/7/2016,326637.1429
1/8/2016,329809.0625
1/9/2016,405150.6154
1/10/2016,331372.7692
1/11/2016,325960.3571
1/12/2016,332337.25
1/13/2016,360548.5
1/14/2016,323742.6667
1/15/2016,331972.6667
1/16/2016,425750
1/17/2016,348102.7857
1/18/2016,344837.9333
1/19/2016,352600.3846
1/20/2016,378288.625
1/21/2016,362400
1/22/2016,367427.4444
1/23/2016,371961.2857
1/24/2016,438965.375
1/25/2016,322877.4545
1/26/2016,394529
1/27/2016,294243.1818
1/28/2016,328665.0769
1/29/2016,336092.7692
1/30/2016,350699.1111
1/31/2016,312422.7778
2/1/2016,285410.1111
2/2/2016,350588
2/3/2016,311568.7273
2/4/2016,328039.5455
2/5/2016,274231.3
2/6/2016,330831.2857
2/7/2016,273603.7
2/8/2016,329098.1667
2/9/2016,266610.5
2/10/2016,281287.5455
2/11/2016,370409.5
2/12/2016,291434.6667
2/13/2016,324597.9167
2/14/2016,350264.2857
2/15/2016,240984
2/16/2016,330435.3
2/17/2016,388880.125
2/18/2016,337655.8571
2/19/2016,267083.2
2/20/2016,350201.2
2/21/2016,409038.5556
2/22/2016,379986.1429
2/23/2016,368279.3333
2/24/2016,392903.6
2/25/2016,354996.875
2/26/2016,361700.6667
2/27/2016,373542
2/28/2016,339499.1667
2/29/2016,317390.4167
3/1/2016,297183.6667
3/2/2016,
3/3/2016,322784.2857
3/4/2016,328289.2143
3/5/2016,304673.75
3/6/2016,366820
3/7/2016,311415.0909
3/8/2016,376707.5
3/9/2016,384577.8182
3/10/2016,329930.4615
3/11/2016,396500.2
3/12/2016,368116.3636
3/13/2016,311401.8
3/14/2016,331498
3/15/2016,358958.6667
3/16/2016,299934.4
3/17/2016,354894.4545
3/18/2016,405885.2857
3/19/2016,328910
3/20/2016,391624.4286
3/21/2016,323300.7
3/22/2016,346621.7273
3/23/2016,398090.2222
3/24/2016,362721.6667
3/25/2016,329158.4286
3/26/2016,390539.1429
3/27/2016,412551
3/28/2016,360147.25
3/29/2016,289642.2857
3/30/2016,395185.8571
3/31/2016,403966.3333
4/1/2016,356418.6
4/2/2016,441773.5
4/3/2016,273408.3333
4/4/2016,325740
4/5/2016,326088.1111
4/6/2016,333013.1
4/7/2016,390816.7
4/8/2016,384183
4/9/2016,429644.1429
4/10/2016,348418
4/11/2016,363040
4/12/2016,395434.6667
4/13/2016,328328.3
4/14/2016,346233.7
4/15/2016,392891.375
4/16/2016,395489.2857
4/17/2016,335102.7778
4/18/2016,348917.6667
4/19/2016,339500.4545
4/20/2016,383506.5
4/21/2016,340500.2308
4/22/2016,344105.5294
4/23/2016,386542.6667
4/24/2016,355178.7273
4/25/2016,310919.6667
4/26/2016,308547.3333
4/27/2016,428037.3333
4/28/2016,359567
4/29/2016,322254.625
4/30/2016,313102.7778
5/1/2016,355753.7778
5/2/2016,325383.1111
5/3/2016,292602.8333
5/4/2016,361549.1
5/5/2016,331271.8
5/6/2016,357726
5/7/2016,376801
5/8/2016,330655.5556
5/9/2016,393137.5385
5/10/2016,343271.75
5/11/2016,361904.25
5/12/2016,294907.625
5/13/2016,412467.6364
5/14/2016,406022.75
5/15/2016,350007.125
5/16/2016,315980.5714
5/17/2016,377485.2857
5/18/2016,350124.1111
5/19/2016,307025.1111
5/20/2016,376550.2857
5/21/2016,358895.1
5/22/2016,391797.75
5/23/2016,454022.4444
5/24/2016,338869.25
5/25/2016,296995.4286
5/26/2016,362686.4444
5/27/2016,334074.5714
5/28/2016,412487.6
5/29/2016,386449.25
5/30/2016,318641.8
5/31/2016,339823.625
6/1/2016,370707.2857
6/2/2016,361872.5
6/3/2016,408047.75
6/4/2016,373510.375
6/5/2016,309076.375
6/6/2016,344579.5556
6/7/2016,365669.625
6/8/2016,408875.6
6/9/2016,456695
6/10/2016,286259.9
6/11/2016,393190.3
6/12/2016,390845.6
6/13/2016,408372.8889
6/14/2016,343049
6/15/2016,415639.5556
6/16/2016,357581.2
6/17/2016,371799.7273
6/18/2016,396779.4
6/19/2016,339852.3333
6/20/2016,398195
6/21/2016,351178.8
6/22/2016,354921.875
6/23/2016,375846.4444
6/24/2016,375468
6/25/2016,363024.5
6/26/2016,375850.6667
6/27/2016,448048.4444
6/28/2016,385809.25
6/29/2016,363487.1111
6/30/2016,439508.125
7/1/2016,346085.7
7/2/2016,405156
7/3/2016,342846.75
7/4/2016,443670.8889
7/5/2016,355209.7
7/6/2016,365960.875
7/7/2016,91830.4
7/8/2016,453172
7/9/2016,436027.8333
7/10/2016,510712.2857
7/11/2016,482676.4286
7/12/2016,463514.5714
7/13/2016,373463.9
7/14/2016,402487.4444
7/15/2016,350803.875
7/16/2016,400031.6667
7/17/2016,450006
7/18/2016,303879.25
7/19/2016,327192.1429
7/20/2016,406664.3333
7/21/2016,418110.125
7/22/2016,528649.2857
7/23/2016,465272.8
7/24/2016,503536
7/25/2016,559024.5
7/26/2016,450072.6667
7/27/2016,362856.5556
7/28/2016,460379.2727
7/29/2016,755320.8889
7/30/2016,350084.25
7/31/2016,324515.8571
8/1/2016,415018.5455
8/2/2016,327918.8889
8/3/2016,463964.8571
8/4/2016,316581.1
8/5/2016,403062.4
8/6/2016,560761.875
8/7/2016,671343.25
8/8/2016,814930.125
8/9/2016,783688.2
8/10/2016,645585.8889
8/11/2016,597866
8/12/2016,914733.8889
8/13/2016,913714
8/14/2016,889636
8/15/2016,765534.6667
8/16/2016,572777.1429
8/17/2016,686843.5
8/18/2016,928882
8/19/2016,711878.6667
8/20/2016,826410.7143
8/21/2016,680226.75
8/22/2016,614480.9
8/23/2016,586325
8/24/2016,594527.0909
8/25/2016,558675
8/26/2016,563194.4444
8/27/2016,561047.1111
8/28/2016,635715.375
8/29/2016,525406.8571
8/30/2016,556890.6667
8/31/2016,581227.6364
9/1/2016,628967.5714
9/2/2016,452508.3636
9/3/2016,438593.5
9/4/2016,338299.1667
9/5/2016,315561.4
9/6/2016,333857
9/7/2016,336782.7778
9/8/2016,250459.2222
9/9/2016,326510.3636
9/10/2016,356658.75
9/11/2016,409826.8889
9/12/2016,402137.3333
9/13/2016,302908.875
9/14/2016,409463
9/15/2016,446395.6667
9/16/2016,365036.3333
9/17/2016,388444.6667
9/18/2016,366544
9/19/2016,366011.125
9/20/2016,328536.1111
9/21/2016,270500.3333
9/22/2016,372627
9/23/2016,366013.2
9/24/2016,405523.1429
9/25/2016,365722.4444
9/26/2016,405717.5
9/27/2016,232997.7778
9/28/2016,406678.6667
9/29/2016,333612.5
9/30/2016,312459
10/1/2016,451927.6667
10/2/2016,410138.125
10/3/2016,416459.7143
10/4/2016,472198.3333
10/5/2016,340936.6667
10/6/2016,371524
10/7/2016,452257.7778
10/8/2016,394207.6667
10/9/2016,472662
10/10/2016,397083.875
10/11/2016,444868.2
10/12/2016,361523.9231
10/13/2016,412181.4444
10/14/2016,464249.4
10/15/2016,459171.375
10/16/2016,363308.6
10/17/2016,391692.6364
10/18/2016,381785.5
10/19/2016,383274
10/20/2016,466086.2
10/21/2016,306680.6
10/22/2016,393639.6
10/23/2016,380144.4545
10/24/2016,503230
10/25/2016,371366.9091
10/26/2016,366582.7
10/27/2016,462047.3
10/28/2016,339228.3333
10/29/2016,419604
10/30/2016,384696.5714
10/31/2016,420294.3333
11/1/2016,349932.2
11/2/2016,288808.5833
11/3/2016,483454.8182
11/4/2016,375665.6
11/5/2016,391693.6
11/6/2016,388726.125
11/7/2016,500728.875
11/8/2016,445848.2222
11/9/2016,399781.2
11/10/2016,426859
11/11/2016,346213.4615
11/12/2016,543070
11/13/2016,432251
11/14/2016,505713.1818
11/15/2016,339924.2
11/16/2016,309683.8182
11/17/2016,389242.5
11/18/2016,306341.2
11/19/2016,413594
11/20/2016,367728.625
11/21/2016,381127.9
11/22/2016,308277.6364
11/23/2016,307114.3636
11/24/2016,457022.7
11/25/2016,376683.8889
11/26/2016,448371.1429
11/27/2016,380455.1111
11/28/2016,381092
11/29/2016,310493.2
11/30/2016,321685.6667
12/1/2016,366140.7
12/2/2016,395359.1
12/3/2016,456368.3636
12/4/2016,432358.1111
12/5/2016,279084.0909
12/6/2016,323401.1667
12/7/2016,401054.5
12/8/2016,406880.2857
12/9/2016,398572.1
12/10/2016,429235.8571
12/11/2016,293664.7778
12/12/2016,343241.4
12/13/2016,242354.4
12/14/2016,382840.4
12/15/2016,462394.6364
12/16/2016,477059.2
12/17/2016,334704.625
12/18/2016,352050.625
12/19/2016,472255.5
12/20/2016,324394.4
12/21/2016,316727.7273
12/22/2016,436400.2727
12/23/2016,435451.3
12/24/2016,397168.3333
12/25/2016,436009.2857
12/26/2016,449358.3
12/27/2016,381012.3636
12/28/2016,414085.75
12/29/2016,458554.6
12/30/2016,437096.1667
12/31/2016,
1/1/2017,427224
1/2/2017,508193.4
1/3/2017,445458.2857
1/4/2017,443814
1/5/2017,362042.8889
1/6/2017,350860.375
1/7/2017,526895.6667
1/8/2017,379588.3333
1/9/2017,522942.2
1/10/2017,546210.8571
1/11/2017,380293.5714
1/12/2017,559238
1/13/2017,348940.6667
1/14/2017,490353.5
1/15/2017,428689.3333
1/16/2017,470647.8
1/17/2017,528771
1/18/2017,349314
1/19/2017,604676.6
1/20/2017,462810.6667
1/21/2017,480393
1/22/2017,386201.3333
1/23/2017,451828.875
1/24/2017,404105.8333
1/25/2017,518858.4444
1/26/2017,454422.25
1/27/2017,444575.8182
1/28/2017,493759.1429
1/29/2017,315814
1/30/2017,403795.8571
1/31/2017,310795.5455
2/1/2017,461653.9
2/2/2017,367433.25
2/3/2017,470300.7
2/4/2017,516233.3333
2/5/2017,332947.6667
2/6/2017,428310.8
2/7/2017,387928.0833
2/8/2017,385514
2/9/2017,423282.2
2/10/2017,306764.3
2/11/2017,457745.6
2/12/2017,455885.5
2/13/2017,438059.5556
2/14/2017,376493.6667
2/15/2017,386534.5556
2/16/2017,420461.4444
2/17/2017,444850.75
2/18/2017,485877.8571
2/19/2017,429955.25
2/20/2017,518936.6667
2/21/2017,342410.8
2/22/2017,346943.7143
2/23/2017,423922.2
2/24/2017,406712.6667
2/25/2017,479679.4286
2/26/2017,426378
2/27/2017,395057
2/28/2017,472089.25
3/1/2017,364072.1429
3/2/2017,454860.5556
3/3/2017,541488.4545
3/4/2017,464032.7
3/5/2017,433954.9
3/6/2017,359083.8
3/7/2017,332130.1818
3/8/2017,500487.8333
3/9/2017,409316.3333
3/10/2017,577190.7778
3/11/2017,400198.75
3/12/2017,506780.7143
3/13/2017,500157
3/14/2017,511199.8889
3/15/2017,418218.5
3/16/2017,352797.4615
3/17/2017,495623.5
3/18/2017,349895.7143
3/19/2017,579863.625
3/20/2017,536614.6
3/21/2017,533030.625
3/22/2017,338307.5
3/23/2017,451058.8
3/24/2017,437502.2308
3/25/2017,578574
3/26/2017,424099.8
3/27/2017,519493.8889
3/28/2017,465702.5
3/29/2017,568058
3/30/2017,523366.4444
3/31/2017,417169.8182
4/1/2017,501222.375
4/2/2017,523297.2222
4/3/2017,418363.6667
4/4/2017,491675.7778
4/5/2017,462445.5
4/6/2017,535344.1818
4/7/2017,484377
4/8/2017,552083.3333
4/9/2017,415129.1111
4/10/2017,498350.875
4/11/2017,406600.8333
4/12/2017,464782.1818
4/13/2017,515010.4545
4/14/2017,428051.6667
4/15/2017,504493
4/16/2017,438646.6
4/17/2017,560726.1
4/18/2017,427910.1
4/19/2017,576171.875
4/20/2017,458772.9
4/21/2017,452058.5385
4/22/2017,483275.5
4/23/2017,546155.3333
4/24/2017,440362.625
4/25/2017,485742.0909
4/26/2017,453124.25
4/27/2017,622465.8889
4/28/2017,495759.6667
4/29/2017,526481.1667
4/30/2017,473497.25
5/1/2017,455562.5714
5/2/2017,471586.2727
5/3/2017,409054.5
5/4/2017,442054
5/5/2017,437062.4
5/6/2017,435208
5/7/2017,495605.6667
5/8/2017,663696.875
5/9/2017,333456.3
5/10/2017,501416.75
5/11/2017,497293.75
5/12/2017,477534.7778
5/13/2017,387669.625
5/14/2017,518640.1818
5/15/2017,422440.1
5/16/2017,446470.8
5/17/2017,436498.4444
5/18/2017,504198.2857
5/19/2017,434253.3636
5/20/2017,550518
5/21/2017,453879.875
5/22/2017,451963.7778
5/23/2017,407566.6
5/24/2017,362357.7778
5/25/2017,373123.3333
5/26/2017,479160.7778
5/27/2017,473951.5
5/28/2017,506164.7143
5/29/2017,541032.1667
5/30/2017,380926.5714
5/31/2017,469322.4286
6/1/2017,457296.4286
6/2/2017,546738.5
6/3/2017,494820.75
6/4/2017,487025.1667
6/5/2017,434047.5714
6/6/2017,389602.1111
6/7/2017,398801.375
6/8/2017,534644.5
6/9/2017,491714.0909
6/10/2017,580101
6/11/2017,536284.2
6/12/2017,557747.8571
6/13/2017,471573.6667
6/14/2017,497365.1429
6/15/2017,535396.5
6/16/2017,494556.5714
6/17/2017,668822.2
6/18/2017,716515.2
6/19/2017,342460
6/20/2017,351428.0833
6/21/2017,549324.7
6/22/2017,570711.6667
6/23/2017,662268.2
6/24/2017,375052.5714
6/25/2017,511893.2
6/26/2017,640609.875
6/27/2017,465865
6/28/2017,428094.4
6/29/2017,495526.3
6/30/2017,434188
7/1/2017,423218
7/2/2017,726526
7/3/2017,501815.2857
7/4/2017,627980.4
7/5/2017,537256.4286
7/6/2017,377480.375
7/7/2017,553156.8333
7/8/2017,455734.0909
7/9/2017,431731.3333
7/10/2017,477068.8333
7/11/2017,411703.4444
7/12/2017,407944.625
7/13/2017,352170.2222
7/14/2017,442784.7
7/15/2017,471257.5
7/16/2017,637710.1667
7/17/2017,474225
7/18/2017,577421.25
7/19/2017,445177.6
7/20/2017,557536
7/21/2017,488303.7143
7/22/2017,454404.75
7/23/2017,541896.1667
7/24/2017,627506.3333
7/25/2017,523477.1111
7/26/2017,429411.875
7/27/2017,503903.3
7/28/2017,564583.7778
7/29/2017,624907.8333
7/30/2017,439141.125
7/31/2017,486931.2857
8/1/2017,539088.1818
8/2/2017,494316.125
8/3/2017,524500.1818
8/4/2017,497554
8/5/2017,663005.5455
8/6/2017,422405.3
8/7/2017,510132.6667
8/8/2017,441063.25
8/9/2017,575977.1429
8/10/2017,724270.7778
8/11/2017,561193.7273
8/12/2017,491735.8
8/13/2017,621151.1429
8/14/2017,494677
8/15/2017,473772.75
8/16/2017,516559.5556
8/17/2017,526967.3333
8/18/2017,554380
8/19/2017,487017
8/20/2017,464761.1429
8/21/2017,615831.8462
8/22/2017,801388.7
8/23/2017,505690.0833
8/24/2017,424090.8
8/25/2017,554740.9
8/26/2017,421809.7273
8/27/2017,487864.8
8/28/2017,508410.9091
8/29/2017,318948.1429
8/30/2017,311432.7778
8/31/2017,351444.1
9/1/2017,411658.1111
9/2/2017,578931.2222
9/3/2017,436272.625
9/4/2017,352634.3333
9/5/2017,373835.6667
9/6/2017,464133.8889
9/7/2017,413200.2727
9/8/2017,356091
9/9/2017,416754.5455
9/10/2017,511035.5714
9/11/2017,496368.2
9/12/2017,408610.4
9/13/2017,362064.5
9/14/2017,577406.625
9/15/2017,504533.3333
9/16/2017,567659.625
9/17/2017,598226
9/18/2017,296285.5
9/19/2017,435178.375
9/20/2017,373760.0909
9/21/2017,383367.4286
9/22/2017,508767.25
9/23/2017,416896
9/24/2017,447403
9/25/2017,467190
9/26/2017,393167.3
9/27/2017,424391.1111
9/28/2017,493078.2
9/29/2017,491253.3333
9/30/2017,657115.4
10/1/2017,536054
10/2/2017,310905.3333
10/3/2017,510368
10/4/2017,490663.2727
10/5/2017,532101.7143
10/6/2017,538030.125
10/7/2017,424638.125
10/8/2017,339004.3333
10/9/2017,500383.4444
10/10/2017,429682.125
10/11/2017,458433.8
10/12/2017,412765.7778
10/13/2017,454208.6
10/14/2017,418335
10/15/2017,424959.5833
10/16/2017,435099.1
10/17/2017,565635.375
10/18/2017,530858.5556
10/19/2017,519954.2222
10/20/2017,408795.8333
10/21/2017,485305.4167
10/22/2017,555140.3333
10/23/2017,594989.125
10/24/2017,457786.1818
10/25/2017,430198
10/26/2017,465963.1
10/27/2017,401646.9091
10/28/2017,478461.2222
10/29/2017,451454.8333
10/30/2017,495517.5455
10/31/2017,424746.9
11/1/2017,445538.7
11/2/2017,555079.4545
11/3/2017,469376.8889
11/4/2017,527308.5
11/5/2017,535396.8571
11/6/2017,737890.8571
11/7/2017,437624.2727
11/8/2017,394571.3
11/9/2017,497470
11/10/2017,509894
11/11/2017,540895
11/12/2017,480455
11/13/2017,344014.3636
11/14/2017,544330.8889
11/15/2017,378812.6364
11/16/2017,524193
11/17/2017,515445.7778
11/18/2017,442256.7143
11/19/2017,453831.5556
11/20/2017,438371.4545
11/21/2017,518105
11/22/2017,645515.8889
11/23/2017,322363
11/24/2017,531447.3333
11/25/2017,379668.875
11/26/2017,522865.3333
11/27/2017,421210.7778
11/28/2017,465643.3636
11/29/2017,288390.1818
11/30/2017,540798.4444
12/1/2017,454704.3077
12/2/2017,438886.5455
12/3/2017,290861.4444
12/4/2017,407200.4
12/5/2017,422686.75
12/6/2017,395459.7778
12/7/2017,508030.1
12/8/2017,407367.4545
12/9/2017,641056.4
12/10/2017,437809.8
12/11/2017,453037.4444
12/12/2017,586750.7857
12/13/2017,347608.4
12/14/2017,730513.2222
12/15/2017,458109.6667
12/16/2017,640928.8333
12/17/2017,734928.8
12/18/2017,401246.5
12/19/2017,605804.1429
12/20/2017,481805.4286
12/21/2017,645533.2222
12/22/2017,496528.0769
12/23/2017,634702.5
12/24/2017,456040.5833
12/25/2017,504492.2222
12/26/2017,663945.1
12/27/2017,640980.1
12/28/2017,470929
12/29/2017,584387.2
12/30/2017,676019.3333
12/31/2017,538968.5
1/1/2018,423596.75
1/2/2018,559564
1/3/2018,770734.375
1/4/2018,430817.5455
1/5/2018,391973.1818
1/6/2018,433529
1/7/2018,342060.1111
1/8/2018,443317.1429
1/9/2018,523323.2857
1/10/2018,436875.3333
1/11/2018,429280.1111
1/12/2018,424544.5
1/13/2018,466272.2222
1/14/2018,525206.6
1/15/2018,328779.1429
1/16/2018,398283.6667
1/17/2018,475886.5833
1/18/2018,386739.4167
1/19/2018,443807.3846
1/20/2018,333048.0833
1/21/2018,427973.5455
1/22/2018,370373.1818
1/23/2018,284631.8333
1/24/2018,479455.9
1/25/2018,394742.0909
1/26/2018,412662
1/27/2018,402305.0769
1/28/2018,483240.4
1/29/2018,538582.7273
1/30/2018,425778.2222
1/31/2018,478048.3571
2/1/2018,483121
2/2/2018,690484
2/3/2018,440480.2727
2/4/2018,496109.25
2/5/2018,395393.4
2/6/2018,369501.9
2/7/2018,484000.6
2/8/2018,362977.5833
2/9/2018,421473.5455
2/10/2018,445332.3
2/11/2018,571047.6
2/12/2018,447995.6364
2/13/2018,459732.9
2/14/2018,406637.7857
2/15/2018,425279.2308
2/16/2018,480390.6667
2/17/2018,458104.9091
2/18/2018,368692.2
2/19/2018,427561.9
2/20/2018,387982
2/21/2018,403119.6154
2/22/2018,431622.3333
2/23/2018,325012.3636
2/24/2018,513244.4167
2/25/2018,340801.6
2/26/2018,462906.2
2/27/2018,323181.125
2/28/2018,391763.9167
3/1/2018,336339.6
3/2/2018,436866.5833
3/3/2018,385110
3/4/2018,465267.75
3/5/2018,365756.0833
3/6/2018,332311.1818
3/7/2018,321544.4444
3/8/2018,424910.6364
3/9/2018,349558.9
3/10/2018,381991.6667
3/11/2018,533627.2222
3/12/2018,525299.9091
3/13/2018,447350.6364
3/14/2018,421022.9
3/15/2018,359213
3/16/2018,410982.1
3/17/2018,381466
3/18/2018,554672
3/19/2018,320105.6364
3/20/2018,451659.8
3/21/2018,571260.8
3/22/2018,293479.3
3/23/2018,404975.1429
3/24/2018,347318.5
3/25/2018,453908.8889
3/26/2018,383638.5
3/27/2018,415534.9
3/28/2018,392038.8889
3/29/2018,550675
3/30/2018,397954.7778
3/31/2018,380854.1111
4/1/2018,428408.7778
4/2/2018,380974.875
4/3/2018,492302.4444
4/4/2018,430631.3333
4/5/2018,516032.4
4/6/2018,468078
4/7/2018,461804.2222
4/8/2018,477254.6667
4/9/2018,487761.2222
4/10/2018,417867
4/11/2018,428366
4/12/2018,385148.8
4/13/2018,454661.375
4/14/2018,392908.125
4/15/2018,409084.9
4/16/2018,309973
4/17/2018,463317.4444
4/18/2018,384879.3333
4/19/2018,315516.9091
4/20/2018,349379.5455
4/21/2018,409135.1
4/22/2018,499747.5385
4/23/2018,315808.3
4/24/2018,336178.8889
4/25/2018,357226.6667
4/26/2018,416861
4/27/2018,353734.5455
4/28/2018,359521.1111
4/29/2018,421551.2222
4/30/2018,305274.4286
5/1/2018,369236
5/2/2018,507710.4444
5/3/2018,418396.1429
5/4/2018,438942.6
5/5/2018,515607.4
5/6/2018,571376
5/7/2018,458261.9
5/8/2018,441287.3333
5/9/2018,399648.125
5/10/2018,485606.1111
5/11/2018,429544.1
5/12/2018,376133.75
5/13/2018,567752.2
5/14/2018,467831.8
5/15/2018,419591.5
5/16/2018,276791.3077
5/17/2018,513190
5/18/2018,356275.75
5/19/2018,553272.6364
5/20/2018,534798.5455
5/21/2018,469137.5
5/22/2018,443426.4
5/23/2018,294737.5
5/24/2018,386649.875
5/25/2018,377555.2857
5/26/2018,322738.8571
5/27/2018,309958.8889
5/28/2018,563623.6
5/29/2018,365849
5/30/2018,451954.4444
5/31/2018,307251.2222
6/1/2018,505427.4444
6/2/2018,358548.7778
6/3/2018,414970.375
6/4/2018,379226.625
6/5/2018,347370
6/6/2018,338154.2222
6/7/2018,430732.375
6/8/2018,459381.375
6/9/2018,314793.875
6/10/2018,362041.875
6/11/2018,370324.3333
6/12/2018,434819.875
6/13/2018,370090.8889
6/14/2018,289607.5
6/15/2018,326106.125
6/16/2018,416788.625
6/17/2018,323175.1429
6/18/2018,405098.75
6/19/2018,257869.6667
6/20/2018,239744.3
6/21/2018,278208.3333
6/22/2018,416389.125
6/23/2018,436079.125
6/24/2018,489287.8571
6/25/2018,433954.625
6/26/2018,323285.625
6/27/2018,296772.3333
6/28/2018,536723.625
6/29/2018,303875
6/30/2018,445984
7/1/2018,382859.375
7/2/2018,524678.875
7/3/2018,386717.875
7/4/2018,416357.4286
7/5/2018,412282.7143
7/6/2018,365034.2857
7/7/2018,470643
7/8/2018,407059.1429
7/9/2018,316710.2857
7/10/2018,410370
7/11/2018,389659.6667
7/12/2018,422832.8889
7/13/2018,455561.4444
7/14/2018,395581.2222
7/15/2018,381714
7/16/2018,583696.2
7/17/2018,423437.3333
7/18/2018,406814.2
7/19/2018,435227
7/20/2018,383941.2857
7/21/2018,452049.1429
7/22/2018,599760
7/23/2018,361310.6667
7/24/2018,374489.625
7/25/2018,456173.5556
7/26/2018,375666.2222
7/27/2018,308353.7
7/28/2018,326165.1111
7/29/2018,431013.4286
7/30/2018,510618.7778
7/31/2018,613027.7778
8/1/2018,529718.1429
8/2/2018,439155.125
8/3/2018,522869.6667
8/4/2018,334015.5
8/5/2018,453793.3333
8/6/2018,444166.3
8/7/2018,322201
8/8/2018,445791.5
8/9/2018,342415.7778
8/10/2018,440112.875
8/11/2018,384695.25
8/12/2018,509560.875
8/13/2018,275180.8571
8/14/2018,405813.3333
8/15/2018,334068.8571
8/16/2018,455925
8/17/2018,410026.4444
