Date,Average Likes Per Photo
6/30/2013,88109
7/1/2013,73457.6
7/2/2013,113460.6667
7/3/2013,158164
7/4/2013,94921.57143
7/5/2013,103433.3333
7/6/2013,109557
7/7/2013,87295.5
7/8/2013,87764.6
7/9/2013,109228
7/10/2013,70669.6
7/11/2013,83886
7/12/2013,84950.66667
7/13/2013,70711
7/14/2013,77182.66667
7/15/2013,89662.75
7/16/2013,93483.6
7/17/2013,93758
7/18/2013,91050.2
7/19/2013,100252.5
7/20/2013,84155.5
7/21/2013,98897.5
7/22/2013,97981.4
7/23/2013,107738
7/24/2013,130612
7/25/2013,104984.75
7/26/2013,108763.6
7/27/2013,91165
7/28/2013,77957
7/29/2013,101444.7143
7/30/2013,100009.5714
7/31/2013,115142.6667
8/1/2013,110672.6667
8/2/2013,147411
8/3/2013,107711.8
8/4/2013,116111.25
8/5/2013,66041
8/6/2013,127758
8/7/2013,93617.33333
8/8/2013,69062
8/9/2013,152293
8/10/2013,89991
8/11/2013,108289
8/12/2013,157157
8/13/2013,87119.5
8/14/2013,124978
8/15/2013,58344
8/16/2013,61625
8/17/2013,66189
8/18/2013,102715
8/19/2013,90498.66667
8/20/2013,128364
8/21/2013,131507.6667
8/22/2013,79245.42857
8/23/2013,118379
8/24/2013,144336
8/25/2013,117981.5
8/26/2013,137070.6
8/27/2013,131065.8333
8/28/2013,88773
8/29/2013,131960
8/30/2013,
8/31/2013,127443.3333
9/1/2013,
9/2/2013,123575.8
9/3/2013,90383
9/4/2013,134991.5556
9/5/2013,121538.8
9/6/2013,115772.8333
9/7/2013,160136.75
9/8/2013,125332.5
9/9/2013,119636.8
9/10/2013,98635
9/11/2013,153504.25
9/12/2013,94679
9/13/2013,110608.2
9/14/2013,
9/15/2013,88890.33333
9/16/2013,171440.6667
9/17/2013,93930
9/18/2013,112361.2
9/19/2013,107910.4
9/20/2013,115297.5
9/21/2013,89701.5
9/22/2013,98425
9/23/2013,104329.3333
9/24/2013,97349.16667
9/25/2013,99833
9/26/2013,104442.8
9/27/2013,69183.66667
9/28/2013,87563
9/29/2013,108348
9/30/2013,121391.2
10/1/2013,108573
10/2/2013,119698.3333
10/3/2013,
10/4/2013,124570.3333
10/5/2013,99332.33333
10/6/2013,90382
10/7/2013,100908
10/8/2013,126945
10/9/2013,
10/10/2013,82824
10/11/2013,82406.5
10/12/2013,
10/13/2013,158674
10/14/2013,123102.1
10/15/2013,122084.3333
10/16/2013,114889.625
10/17/2013,132415.2857
10/18/2013,124656.6667
10/19/2013,66548
10/20/2013,
10/21/2013,128536
10/22/2013,147751
10/23/2013,91985.6
10/24/2013,133979.5
10/25/2013,96283.5
10/26/2013,127830.5
10/27/2013,140388.6667
10/28/2013,131249.75
10/29/2013,68281.25
10/30/2013,144462.4
10/31/2013,131647
11/1/2013,105934.25
11/2/2013,122911.6
11/3/2013,152570.75
11/4/2013,128002.2857
11/5/2013,117199.4286
11/6/2013,113659.8333
11/7/2013,137255.4
11/8/2013,165606.6667
11/9/2013,161110.5
11/10/2013,
11/11/2013,144286.6667
11/12/2013,146661.25
11/13/2013,100151
11/14/2013,161805.5
11/15/2013,165534.5
11/16/2013,122880.6667
11/17/2013,134575.5
11/18/2013,145265.5
11/19/2013,101093.8
11/20/2013,165006
11/21/2013,110415.6667
11/22/2013,131826.75
11/23/2013,98044
11/24/2013,124120.8333
11/25/2013,125665.6667
11/26/2013,181673
11/27/2013,203416.5
11/28/2013,136429.5
11/29/2013,161575.5
11/30/2013,239170.5
12/1/2013,
12/2/2013,122157.1429
12/3/2013,136688.6667
12/4/2013,119611.5
12/5/2013,110881
12/6/2013,50500
12/7/2013,101143
12/8/2013,201751
12/9/2013,219621
12/10/2013,243955
12/11/2013,91969
12/12/2013,190667.5
12/13/2013,152425
12/14/2013,114450.5
12/15/2013,94121.5
12/16/2013,149786.2857
12/17/2013,189399.8
12/18/2013,161205.6
12/19/2013,125818
12/20/2013,129149.3333
12/21/2013,132146.5
12/22/2013,121734
12/23/2013,120925
12/24/2013,128594.6667
12/25/2013,128030.6
12/26/2013,100332
12/27/2013,107515.6667
12/28/2013,129472.3333
12/29/2013,
12/30/2013,225177.5
12/31/2013,126162
1/1/2014,149290
1/2/2014,136206.25
1/3/2014,150496.5
1/4/2014,163117.6667
1/5/2014,317356
1/6/2014,172132.6667
1/7/2014,135030
1/8/2014,201589.5
1/9/2014,142174
1/10/2014,220301
1/11/2014,150635.5
1/12/2014,160589.6667
1/13/2014,146606.1667
1/14/2014,139153.3333
1/15/2014,133739.6667
1/16/2014,144637.25
1/17/2014,118038
1/18/2014,146563.5
1/19/2014,93870
1/20/2014,
1/21/2014,
1/22/2014,187097.5714
1/23/2014,150351.1111
1/24/2014,113243
1/25/2014,95359.4
1/26/2014,158147.5
1/27/2014,116292.5
1/28/2014,151145
1/29/2014,98896.83333
1/30/2014,119851.1667
1/31/2014,131708.25
2/1/2014,47001
2/2/2014,223256
2/3/2014,173758.5
2/4/2014,149858
2/5/2014,178352.8571
2/6/2014,162311.4286
2/7/2014,155409.9
2/8/2014,153035.5
2/9/2014,123724.3333
2/10/2014,179493.6667
2/11/2014,133425.625
2/12/2014,139079.7143
2/13/2014,161176.3333
2/14/2014,144685.375
2/15/2014,242687
2/16/2014,155553
2/17/2014,215054
2/18/2014,147079.5
2/19/2014,159686.25
2/20/2014,180842.4
2/21/2014,143856.25
2/22/2014,136067.3333
2/23/2014,159594.5
2/24/2014,132593.5
2/25/2014,233226.5
2/26/2014,181326.8
2/27/2014,128230.3333
2/28/2014,179104.5
3/1/2014,139985
3/2/2014,194280
3/3/2014,153277
3/4/2014,124493.5714
3/5/2014,122724
3/6/2014,124739
3/7/2014,122366.5
3/8/2014,
3/9/2014,127308
3/10/2014,122382.5
3/11/2014,123999.2
3/12/2014,165911
3/13/2014,164366.6667
3/14/2014,167833.4
3/15/2014,138314.3333
3/16/2014,152850.75
3/17/2014,164995.75
3/18/2014,152712.1429
3/19/2014,103763.6667
3/20/2014,175708
3/21/2014,158644.2857
3/22/2014,154667.6667
3/23/2014,113839.4
3/24/2014,159407
3/25/2014,114279.5
3/26/2014,154517.4286
3/27/2014,125071.6667
3/28/2014,136232.8571
3/29/2014,121319
3/30/2014,159403.6667
3/31/2014,148387.75
4/1/2014,133237.6
4/2/2014,123685.3333
4/3/2014,156588.3333
4/4/2014,152744
4/5/2014,113959
4/6/2014,217010
4/7/2014,123595.2
4/8/2014,172967.8889
4/9/2014,161803.7143
4/10/2014,145877.6667
4/11/2014,198423.6667
4/12/2014,189510
4/13/2014,146933.75
4/14/2014,154897.8571
4/15/2014,213430
4/16/2014,157489.3333
4/17/2014,176498.3
4/18/2014,147184.6667
4/19/2014,177936.8
4/20/2014,164675
4/21/2014,157687.2857
4/22/2014,153710.9
4/23/2014,188392.625
4/24/2014,139101.7778
4/25/2014,173065.4444
4/26/2014,159085.75
4/27/2014,167914.2857
4/28/2014,139088.625
4/29/2014,169562
4/30/2014,125384.2222
5/1/2014,119626.1818
5/2/2014,153952.8182
5/3/2014,134504
5/4/2014,188395.1429
5/5/2014,164991.0833
5/6/2014,134288.2222
5/7/2014,135498.3333
5/8/2014,183616.5714
5/9/2014,165103.75
5/10/2014,192284.75
5/11/2014,127846
5/12/2014,140212.2727
5/13/2014,148120.625
5/14/2014,152269.8182
5/15/2014,151492.25
5/16/2014,153442.5556
5/17/2014,198402
5/18/2014,145602.1429
5/19/2014,158617.5556
5/20/2014,144737.4
5/21/2014,123389.1667
5/22/2014,123041
5/23/2014,148018.8
5/24/2014,160095.2
5/25/2014,163642.1429
5/26/2014,188145.7143
5/27/2014,176942
5/28/2014,172606
5/29/2014,156431
5/30/2014,164468
5/31/2014,135061
6/1/2014,152735.2
6/2/2014,184620.5
6/3/2014,154497.8571
6/4/2014,162342.1667
6/5/2014,160723.125
6/6/2014,179417.6667
6/7/2014,230721.6667
6/8/2014,158513.75
6/9/2014,159902.5
6/10/2014,167608
6/11/2014,209144
6/12/2014,164126.5
6/13/2014,135637
6/14/2014,195158.3333
6/15/2014,118688.3
6/16/2014,174465.6
6/17/2014,157674.1667
6/18/2014,210150.4
6/19/2014,167537
6/20/2014,165616.5385
6/21/2014,157380.4
6/22/2014,181989
6/23/2014,193000.1667
6/24/2014,172059.1429
6/25/2014,117512.5714
6/26/2014,167994.1667
6/27/2014,179305.2857
6/28/2014,163768.25
6/29/2014,189457.6667
6/30/2014,167669.3
7/1/2014,140800.75
7/2/2014,143096.1667
7/3/2014,140020.9167
7/4/2014,109754.8333
7/5/2014,194335.7143
7/6/2014,182493.6
7/7/2014,133171.25
7/8/2014,191301.875
7/9/2014,174465.3333
7/10/2014,169970.5
7/11/2014,130105.6667
7/12/2014,188184.6667
7/13/2014,200373.8
7/14/2014,178454.7143
7/15/2014,158843.3333
7/16/2014,193679
7/17/2014,138416.5
7/18/2014,190436.25
7/19/2014,169820.375
7/20/2014,160768.2857
7/21/2014,187145
7/22/2014,175952.2857
7/23/2014,188544.1111
7/24/2014,178658.75
7/25/2014,169731.4
7/26/2014,211641
7/27/2014,186857.6667
7/28/2014,175492.8889
7/29/2014,148503.7
7/30/2014,197518
7/31/2014,164629.8182
8/1/2014,179664.2222
8/2/2014,148943.5
8/3/2014,181968.5714
8/4/2014,145828.5
8/5/2014,156653.0909
8/6/2014,139545.75
8/7/2014,153436.4
8/8/2014,127249.2857
8/9/2014,171342.25
8/10/2014,172605.5714
8/11/2014,183759.2857
8/12/2014,184774.3333
8/13/2014,220441.6
8/14/2014,190992.5
8/15/2014,171836.8571
8/16/2014,193564.3333
8/17/2014,211593.4286
8/18/2014,197054.6667
8/19/2014,191868
8/20/2014,205120.125
8/21/2014,180112.6
8/22/2014,198907.25
8/23/2014,217388.25
8/24/2014,242926.75
8/25/2014,174475.5
8/26/2014,173633.6667
8/27/2014,213952.8333
8/28/2014,179606
8/29/2014,172910.2857
8/30/2014,194953.8333
8/31/2014,210635.6
9/1/2014,158540.5714
9/2/2014,214613.1
9/3/2014,185855.0909
9/4/2014,218708.0714
9/5/2014,196147.2857
9/6/2014,183951.1667
9/7/2014,194942.4444
9/8/2014,203868.7
9/9/2014,213454.625
9/10/2014,204190.1818
9/11/2014,225039.125
9/12/2014,217228.1
9/13/2014,271264
9/14/2014,182670.4444
9/15/2014,180296
9/16/2014,210961.5
9/17/2014,222256.2857
9/18/2014,255898.8889
9/19/2014,191879.6667
9/20/2014,243934.7143
9/21/2014,186806.5455
9/22/2014,193450.9333
9/23/2014,230279
9/24/2014,187587.3
9/25/2014,185397
9/26/2014,206589.875
9/27/2014,214565.5714
9/28/2014,223459.6667
9/29/2014,216131.8
9/30/2014,188933
10/1/2014,197727
10/2/2014,227186.9091
10/3/2014,197849.8571
10/4/2014,210397.6
10/5/2014,232860.8571
10/6/2014,237606
10/7/2014,228005.1111
10/8/2014,206894.8571
10/9/2014,213787.0833
10/10/2014,220269
10/11/2014,258083.25
10/12/2014,226045.8571
10/13/2014,256893.7143
10/14/2014,195106
10/15/2014,201876.2222
10/16/2014,153099.0526
10/17/2014,158387.8182
10/18/2014,179979.3333
10/19/2014,207398.125
10/20/2014,229428.4444
10/21/2014,198049.1818
10/22/2014,210990.8
10/23/2014,214605.7
10/24/2014,209045.6154
10/25/2014,196469.2
10/26/2014,220022.7273
10/27/2014,216241.25
10/28/2014,179162.7778
10/29/2014,217088.1
10/30/2014,177085.1818
10/31/2014,179133.2143
11/1/2014,196553.7
11/2/2014,188046.9231
11/3/2014,198040
11/4/2014,191810
11/5/2014,203504.25
11/6/2014,181818.8571
11/7/2014,191495.5
11/8/2014,220366.75
11/9/2014,225022.8571
11/10/2014,215950.5714
11/11/2014,201681.7692
11/12/2014,219955.6364
11/13/2014,204463.25
11/14/2014,182405.35
11/15/2014,197021.7857
11/16/2014,182916.5833
11/17/2014,209427.5
11/18/2014,211780.2143
11/19/2014,168758.8182
11/20/2014,219915.3889
11/21/2014,181324.5714
11/22/2014,221099.6364
11/23/2014,265956.2222
11/24/2014,228842
11/25/2014,201318.1
11/26/2014,165596.6364
11/27/2014,170735.6471
11/28/2014,223093.4
11/29/2014,211198.6
11/30/2014,239872.2857
12/1/2014,197001.125
12/2/2014,198330.3333
12/3/2014,195163.2
12/4/2014,248570.75
12/5/2014,200516.3846
12/6/2014,237233.375
12/7/2014,215867.625
12/8/2014,251515.5
12/9/2014,239101.6
12/10/2014,277777
12/11/2014,231881.4
12/12/2014,229734.6667
12/13/2014,191019.5
12/14/2014,262222.8571
12/15/2014,211573.3
12/16/2014,234959.6923
12/17/2014,190886
12/18/2014,233422.4
12/19/2014,208175.5882
12/20/2014,241568.1
12/21/2014,264925.2727
12/22/2014,239091.4545
12/23/2014,234075.4545
12/24/2014,241894.6
12/25/2014,231495.3
12/26/2014,264949.4444
12/27/2014,222996.9091
12/28/2014,219937.1333
12/29/2014,249674.0556
12/30/2014,224878.85
12/31/2014,190637.1176
1/1/2015,243457.7222
1/2/2015,248047.3333
1/3/2015,244555.2727
1/4/2015,212458.0909
1/5/2015,219899.0909
1/6/2015,229881.4375
1/7/2015,211808.875
1/8/2015,269839.7143
1/9/2015,249447.3333
1/10/2015,248594.3636
1/11/2015,251943.3846
1/12/2015,205023.3077
1/13/2015,225514.1111
1/14/2015,239308.75
1/15/2015,288560.8
1/16/2015,178877.75
1/17/2015,222524
1/18/2015,249311.8571
1/19/2015,223892.3571
1/20/2015,253162.7692
1/21/2015,253779
1/22/2015,241698.4615
1/23/2015,254399.8125
1/24/2015,269440.7692
1/25/2015,242806.6429
1/26/2015,226460.9286
1/27/2015,238302.0667
1/28/2015,246469.5
1/29/2015,253494.1
1/30/2015,320458.5833
1/31/2015,222085.6364
2/1/2015,256611.3333
2/2/2015,275582.9286
2/3/2015,240166.8182
2/4/2015,299689.1667
2/5/2015,217891.6667
2/6/2015,262326.2
2/7/2015,234497.3846
2/8/2015,258324.5
2/9/2015,248574
2/10/2015,273196.1818
2/11/2015,275510.6
2/12/2015,272542.3333
2/13/2015,249242.5385
2/14/2015,264745.6667
2/15/2015,296662.5
2/16/2015,239636.1
2/17/2015,260556.6667
2/18/2015,279922.8182
2/19/2015,293816.3333
2/20/2015,243048.1667
2/21/2015,283627.375
2/22/2015,297898.4286
2/23/2015,265522.7143
2/24/2015,230334.5
2/25/2015,275725.1667
2/26/2015,221856.5556
2/27/2015,323866.1429
2/28/2015,236245.6
3/1/2015,214688
3/2/2015,240149
3/3/2015,266661.9
3/4/2015,288823.3077
3/5/2015,252431.2
3/6/2015,300339.2222
3/7/2015,328361
3/8/2015,322099.8889
3/9/2015,231064.2
3/10/2015,273295.0909
3/11/2015,304626.0769
3/12/2015,293531.875
3/13/2015,317690.3636
3/14/2015,289025.2222
3/15/2015,359338.4444
3/16/2015,258090.625
3/17/2015,228483.0909
3/18/2015,325626.8333
3/19/2015,295292.5
3/20/2015,293989.2
3/21/2015,262221
3/22/2015,294303.5
3/23/2015,266919
3/24/2015,272240.4545
3/25/2015,247304.3571
3/26/2015,311033.6667
3/27/2015,283517.1111
3/28/2015,266244.9231
3/29/2015,276843.9091
3/30/2015,275777.8462
3/31/2015,271963.6667
4/1/2015,277180.7273
4/2/2015,326014.4286
4/3/2015,303264.0714
4/4/2015,332211.5556
4/5/2015,293891.8462
4/6/2015,290374.4667
4/7/2015,345982.4167
4/8/2015,321606.4706
4/9/2015,271690
4/10/2015,284686.9091
4/11/2015,372131.1429
4/12/2015,281293.4
4/13/2015,278655.5
4/14/2015,290134.5556
4/15/2015,297721.3571
4/16/2015,284985.1333
4/17/2015,320849.1429
4/18/2015,308866
4/19/2015,308006.5
4/20/2015,291051.6667
4/21/2015,278930.6154
4/22/2015,284980.3158
4/23/2015,313853
4/24/2015,314347.5833
4/25/2015,287548.2727
4/26/2015,312512.2222
4/27/2015,270038.6
4/28/2015,331613.8889
4/29/2015,307331.5714
4/30/2015,302748.25
5/1/2015,348264.8182
5/2/2015,403566.6
5/3/2015,334549.5
5/4/2015,354873.75
5/5/2015,284136.6154
5/6/2015,345745
5/7/2015,293818.7
5/8/2015,400240.5
5/9/2015,384440.9091
5/10/2015,384689.4545
5/11/2015,405657.5714
5/12/2015,293024.8462
5/13/2015,384689.625
5/14/2015,384624.4444
5/15/2015,371495.6923
5/16/2015,341737.6
5/17/2015,413723
5/18/2015,370812.8571
5/19/2015,364514
5/20/2015,363888
5/21/2015,311300.125
5/22/2015,340764.6667
5/23/2015,330507.5556
5/24/2015,304326
5/25/2015,357607.6
5/26/2015,377108.6
5/27/2015,315843.3571
5/28/2015,355806.75
5/29/2015,345773.8235
5/30/2015,338349.7143
5/31/2015,347303.4444
6/1/2015,366470.9167
6/2/2015,415880.25
6/3/2015,403130.75
6/4/2015,372773.3636
6/5/2015,335747.4545
6/6/2015,340738
6/7/2015,353770.5556
6/8/2015,424687.7647
6/9/2015,391136.8571
6/10/2015,371013.7273
6/11/2015,372493.2
6/12/2015,343282.6
6/13/2015,433024.8333
6/14/2015,374804.1111
6/15/2015,313896.625
6/16/2015,403803.9091
6/17/2015,326857.2857
6/18/2015,354640.25
6/19/2015,343092.4286
6/20/2015,407028.7333
6/21/2015,383089.9
6/22/2015,387408.7647
6/23/2015,319128.2308
6/24/2015,356618
6/25/2015,335455.9286
6/26/2015,364508.0667
6/27/2015,409574.6429
6/28/2015,305983.8
6/29/2015,355544.6923
6/30/2015,378100.75
7/1/2015,379147.8
7/2/2015,381120.5
7/3/2015,362063.1667
7/4/2015,400818.6667
7/5/2015,357715.6667
7/6/2015,337400.7143
7/7/2015,338017.6429
