date,mean_rainfall
1997-05-01,22.495
1997-05-11,43.156000000000006
1997-05-21,68.705
1997-06-01,70.158
1997-06-11,108.868
1997-06-21,156.262
1997-07-01,170.72799999999998
1997-07-11,138.516
1997-07-21,200.114
1997-08-01,159.205
1997-08-11,125.48899999999999
1997-08-21,157.205
1997-09-01,81.036
1997-09-11,71.354
1997-09-21,153.613
1997-10-01,67.804
1997-10-11,20.202
1997-10-21,28.598000000000003
1997-11-01,23.741
1997-11-11,11.052
1997-11-21,5.394
1997-12-01,4.559
1997-12-11,5.483
1997-12-21,1.819
1998-01-01,0.655
1998-01-11,1.7009999999999998
1998-01-21,4.5360000000000005
1998-02-01,3.839
1998-02-11,4.9510000000000005
1998-02-21,3.7889999999999997
1998-03-01,6.415
1998-03-11,3.86
1998-03-21,21.808000000000003
1998-04-01,13.667
1998-04-11,12.765
1998-04-21,23.228
1998-05-01,27.64
1998-05-11,80.971
1998-05-21,131.088
1998-06-01,103.181
1998-06-11,106.086
1998-06-21,132.227
1998-07-01,144.719
1998-07-11,123.663
1998-07-21,129.194
1998-08-01,115.24
1998-08-11,118.465
1998-08-21,135.683
1998-09-01,113.068
1998-09-11,68.547
1998-09-21,60.494
1998-10-01,34.395
1998-10-11,62.138000000000005
1998-10-21,32.8
1998-11-01,11.675999999999998
1998-11-11,9.07
1998-11-21,15.344000000000001
1998-12-01,3.7560000000000002
1998-12-11,2.439
1998-12-21,2.134
1999-01-01,1.995
1999-01-11,1.7380000000000002
1999-01-21,3.255
1999-02-01,3.801
1999-02-11,3.6039999999999996
1999-02-21,2.866
1999-03-01,4.734
1999-03-11,3.9360000000000004
1999-03-21,7.343999999999999
1999-04-01,11.597999999999999
1999-04-11,19.132
1999-04-21,24.933000000000003
1999-05-01,92.28
1999-05-11,70.751
1999-05-21,130.246
1999-06-01,110.132
1999-06-11,108.40799999999999
1999-06-21,99.0
1999-07-01,123.296
1999-07-11,150.111
1999-07-21,156.994
1999-08-01,138.02100000000002
1999-08-11,124.834
1999-08-21,200.696
1999-09-01,114.369
1999-09-11,105.685
1999-09-21,70.903
1999-10-01,49.48
1999-10-11,62.665
1999-10-21,104.375
1999-11-01,29.634
1999-11-11,7.129
1999-11-21,6.195
1999-12-01,4.082
1999-12-11,2.355
1999-12-21,1.9369999999999998
2000-01-01,1.5590000000000002
2000-01-11,1.5519999999999998
2000-01-21,4.165
2000-02-01,4.42
2000-02-11,5.0360000000000005
2000-02-21,4.543
2000-03-01,8.349
2000-03-11,4.7410000000000005
2000-03-21,15.91
2000-04-01,12.439
2000-04-11,21.24
2000-04-21,35.823
2000-05-01,57.662
2000-05-11,94.96700000000001
2000-05-21,110.728
2000-06-01,113.882
2000-06-11,156.878
2000-06-21,130.205
2000-07-01,155.072
2000-07-11,135.856
2000-07-21,113.49700000000001
2000-08-01,125.696
2000-08-11,98.87
2000-08-21,143.613
2000-09-01,100.67399999999999
2000-09-11,117.6
2000-09-21,119.699
2000-10-01,72.39699999999999
2000-10-11,33.672
2000-10-21,90.54
2000-11-01,5.035
2000-11-11,5.2010000000000005
2000-11-21,10.38
2000-12-01,2.5140000000000002
2000-12-11,2.025
2000-12-21,1.965
2001-01-01,1.524
2001-01-11,2.19
2001-01-21,2.068
2001-02-01,2.842
2001-02-11,3.485
2001-02-21,5.635
2001-03-01,9.042
2001-03-11,11.187999999999999
2001-03-21,13.735
2001-04-01,7.832999999999999
2001-04-11,6.584
2001-04-21,12.762
2001-05-01,83.635
2001-05-11,64.098
2001-05-21,118.62700000000001
2001-06-01,158.065
2001-06-11,126.64399999999999
2001-06-21,129.71
2001-07-01,167.46599999999998
2001-07-11,139.97
2001-07-21,149.17600000000002
2001-08-01,159.739
2001-08-11,148.12
2001-08-21,124.071
2001-09-01,118.27799999999999
2001-09-11,80.471
2001-09-21,103.34899999999999
2001-10-01,110.626
2001-10-11,59.083
2001-10-21,111.18799999999999
2001-11-01,25.275
2001-11-11,7.996
2001-11-21,6.002999999999999
2001-12-01,2.53
2001-12-11,2.656
2001-12-21,2.967
2002-01-01,2.239
2002-01-11,1.449
2002-01-21,3.675
2002-02-01,2.167
2002-02-11,2.807
2002-02-21,2.106
2002-03-01,6.282
2002-03-11,4.098
2002-03-21,9.008
2002-04-01,9.602
2002-04-11,17.83
2002-04-21,16.582
2002-05-01,47.4
2002-05-11,153.438
2002-05-21,65.553
2002-06-01,118.023
2002-06-11,116.70700000000001
2002-06-21,134.786
2002-07-01,189.61599999999999
2002-07-11,123.029
2002-07-21,164.74200000000002
2002-08-01,149.736
2002-08-11,186.345
2002-08-21,151.82
2002-09-01,120.13600000000001
2002-09-11,90.875
2002-09-21,107.165
2002-10-01,49.413000000000004
2002-10-11,55.538000000000004
2002-10-21,45.233000000000004
2002-11-01,29.586
2002-11-11,21.857
2002-11-21,27.447
2002-12-01,7.165
2002-12-11,3.339
2002-12-21,3.628
2003-01-01,2.3609999999999998
2003-01-11,2.262
2003-01-21,2.6010000000000004
2003-02-01,4.152
2003-02-11,6.3
2003-02-21,1.999
2003-03-01,4.185
2003-03-11,8.767000000000001
2003-03-21,10.162
2003-04-01,6.912999999999999
2003-04-11,17.744
2003-04-21,23.616
2003-05-01,59.98
2003-05-11,83.495
2003-05-21,62.343
2003-06-01,185.843
2003-06-11,145.16899999999998
2003-06-21,135.408
2003-07-01,134.929
2003-07-11,92.57799999999999
2003-07-21,175.11900000000003
2003-08-01,94.241
2003-08-11,124.073
2003-08-21,122.67299999999999
2003-09-01,117.87100000000001
2003-09-11,88.193
2003-09-21,107.21700000000001
2003-10-01,64.441
2003-10-11,65.97399999999999
2003-10-21,42.558
2003-11-01,5.185
2003-11-11,4.632
2003-11-21,4.803999999999999
2003-12-01,2.783
2003-12-11,2.366
2003-12-21,1.9769999999999999
2004-01-01,2.015
2004-01-11,1.683
2004-01-21,2.286
2004-02-01,3.215
2004-02-11,2.661
2004-02-21,1.93
2004-03-01,3.6239999999999997
2004-03-11,3.86
2004-03-21,11.583
2004-04-01,25.774
2004-04-11,50.652
2004-04-21,11.511
2004-05-01,41.606
2004-05-11,170.403
2004-05-21,98.73899999999999
2004-06-01,117.402
2004-06-11,217.516
2004-06-21,104.787
2004-07-01,151.975
2004-07-11,137.855
2004-07-21,178.467
2004-08-01,142.34
2004-08-11,121.069
2004-08-21,106.406
2004-09-01,132.843
2004-09-11,171.49200000000002
2004-09-21,85.65299999999999
2004-10-01,70.943
2004-10-11,58.548
2004-10-21,15.255
2004-11-01,5.89
2004-11-11,5.334
2004-11-21,9.995
2004-12-01,2.153
2004-12-11,1.805
2004-12-21,1.8130000000000002
2005-01-01,1.4680000000000002
2005-01-11,1.475
2005-01-21,2.1719999999999997
2005-02-01,2.166
2005-02-11,8.27
2005-02-21,3.762
2005-03-01,16.035999999999998
2005-03-11,8.565
2005-03-21,13.567
2005-04-01,14.182
2005-04-11,15.709000000000001
2005-04-21,26.221
2005-05-01,37.104
2005-05-11,33.681
2005-05-21,72.071
2005-06-01,124.569
2005-06-11,147.548
2005-06-21,154.616
2005-07-01,96.22200000000001
2005-07-11,157.879
2005-07-21,176.731
2005-08-01,118.37700000000001
2005-08-11,145.852
2005-08-21,149.4
2005-09-01,102.461
2005-09-11,126.204
2005-09-21,103.537
2005-10-01,34.941
2005-10-11,32.159
2005-10-21,99.29
2005-11-01,29.67
2005-11-11,7.172999999999999
2005-11-21,6.505
2005-12-01,6.478
2005-12-11,2.628
2005-12-21,4.081
2006-01-01,1.308
2006-01-11,0.868
2006-01-21,1.3530000000000002
2006-02-01,5.789
2006-02-11,6.685
2006-02-21,2.384
2006-03-01,4.066
2006-03-11,5.607
2006-03-21,9.027000000000001
2006-04-01,13.880999999999998
2006-04-11,30.444000000000003
2006-04-21,42.839
2006-05-01,35.913000000000004
2006-05-11,80.236
2006-05-21,166.136
2006-06-01,95.89
2006-06-11,130.63299999999998
2006-06-21,200.16
2006-07-01,182.71599999999998
2006-07-11,147.137
2006-07-21,169.69299999999998
2006-08-01,123.25
2006-08-11,129.745
2006-08-21,166.293
2006-09-01,82.499
2006-09-11,126.039
2006-09-21,105.09299999999999
2006-10-01,110.348
2006-10-11,41.878
2006-10-21,23.79
2006-11-01,14.232999999999999
2006-11-11,8.197000000000001
2006-11-21,4.881
2006-12-01,2.978
2006-12-11,1.8230000000000002
2006-12-21,1.9169999999999998
2007-01-01,1.516
2007-01-11,0.847
2007-01-21,2.52
2007-02-01,8.138
2007-02-11,11.822000000000001
2007-02-21,2.147
2007-03-01,3.548
2007-03-11,3.427
2007-03-21,4.978
2007-04-01,24.271
2007-04-11,26.689
2007-04-21,22.82
2007-05-01,106.506
2007-05-11,145.075
2007-05-21,84.708
2007-06-01,84.524
2007-06-11,159.049
2007-06-21,156.43200000000002
2007-07-01,148.594
2007-07-11,156.685
2007-07-21,178.062
2007-08-01,107.506
2007-08-11,142.938
2007-08-21,142.089
2007-09-01,128.72799999999998
2007-09-11,139.262
2007-09-21,75.986
2007-10-01,107.54
2007-10-11,109.876
2007-10-21,24.535999999999998
2007-11-01,18.609
2007-11-11,17.366
2007-11-21,9.34
2007-12-01,3.7769999999999997
2007-12-11,2.346
2007-12-21,1.7830000000000001
2008-01-01,1.518
2008-01-11,1.662
2008-01-21,6.055
2008-02-01,3.529
2008-02-11,3.739
2008-02-21,3.259
2008-03-01,4.8069999999999995
2008-03-11,6.197
2008-03-21,11.232999999999999
2008-04-01,12.091
2008-04-11,11.526
2008-04-21,44.79
2008-05-01,78.803
2008-05-11,102.98
2008-05-21,76.14399999999999
2008-06-01,126.759
2008-06-11,163.739
2008-06-21,144.643
2008-07-01,163.719
2008-07-11,142.868
2008-07-21,146.469
2008-08-01,163.798
2008-08-11,136.33100000000002
2008-08-21,114.706
2008-09-01,112.544
2008-09-11,99.809
2008-09-21,50.836999999999996
2008-10-01,66.962
2008-10-11,46.62
2008-10-21,80.086
2008-11-01,21.686
2008-11-11,5.638
2008-11-21,6.484
2008-12-01,1.986
2008-12-11,1.506
2008-12-21,2.17
2009-01-01,1.2919999999999998
2009-01-11,0.8190000000000001
2009-01-21,1.3630000000000002
2009-02-01,2.412
2009-02-11,2.65
2009-02-21,3.58
2009-03-01,4.185
2009-03-11,7.682
2009-03-21,16.95
2009-04-01,20.99
2009-04-11,20.189
2009-04-21,22.989
2009-05-01,35.291
2009-05-11,62.526
2009-05-21,114.788
2009-06-01,167.45
2009-06-11,106.25399999999999
2009-06-21,108.586
2009-07-01,146.627
2009-07-11,136.135
2009-07-21,139.072
2009-08-01,99.381
2009-08-11,153.56799999999998
2009-08-21,185.43400000000003
2009-09-01,89.57600000000001
2009-09-11,106.015
2009-09-21,90.28399999999999
2009-10-01,85.265
2009-10-11,57.919
2009-10-21,28.761
2009-11-01,6.744
2009-11-11,7.931
2009-11-21,5.553
2009-12-01,2.4219999999999997
2009-12-11,1.986
2009-12-21,1.6840000000000002
2010-01-01,1.7590000000000001
2010-01-11,1.146
2010-01-21,2.305
2010-02-01,2.235
2010-02-11,2.991
2010-02-21,2.4930000000000003
2010-03-01,7.266
2010-03-11,5.047
2010-03-21,14.877
2010-04-01,17.274
2010-04-11,31.51
2010-04-21,17.840999999999998
2010-05-01,33.885999999999996
2010-05-11,45.729
2010-05-21,105.39200000000001
2010-06-01,107.583
2010-06-11,152.16899999999998
2010-06-21,160.515
2010-07-01,128.185
2010-07-11,153.00799999999998
2010-07-21,203.602
2010-08-01,131.029
2010-08-11,140.66
2010-08-21,167.94400000000002
2010-09-01,100.441
2010-09-11,143.585
2010-09-21,89.74700000000001
2010-10-01,163.482
2010-10-11,86.21
2010-10-21,71.525
2010-11-01,7.733
2010-11-11,5.977
2010-11-21,5.227
2010-12-01,6.952999999999999
2010-12-11,3.378
2010-12-21,1.9080000000000001
2011-01-01,2.4730000000000003
2011-01-11,3.282
2011-01-21,2.242
2011-02-01,2.283
2011-02-11,3.074
2011-02-21,2.5269999999999997
2011-03-01,9.3
2011-03-11,13.032
2011-03-21,19.224
2011-04-01,10.206
2011-04-11,15.581
2011-04-21,35.339
2011-05-01,73.497
2011-05-11,82.126
2011-05-21,115.035
2011-06-01,146.705
2011-06-11,117.521
2011-06-21,184.915
2011-07-01,129.2
2011-07-11,207.97099999999998
2011-07-21,159.87
2011-08-01,185.64
2011-08-11,164.692
2011-08-21,137.346
2011-09-01,124.134
2011-09-11,134.069
2011-09-21,90.005
2011-10-01,61.188
2011-10-11,79.645
2011-10-21,40.461999999999996
2011-11-01,6.523
2011-11-11,4.937
2011-11-21,5.279
2011-12-01,2.907
2011-12-11,1.6380000000000001
2011-12-21,2.344
2012-01-01,3.3989999999999996
2012-01-11,1.5190000000000001
2012-01-21,3.3169999999999997
2012-02-01,3.4210000000000003
2012-02-11,3.425
2012-02-21,1.83
2012-03-01,6.776
2012-03-11,5.297999999999999
2012-03-21,7.353
2012-04-01,29.723000000000003
2012-04-11,13.636
2012-04-21,24.991999999999997
2012-05-01,57.674
2012-05-11,46.928999999999995
2012-05-21,118.71600000000001
2012-06-01,158.71200000000002
2012-06-11,130.675
2012-06-21,119.51100000000001
2012-07-01,133.92600000000002
2012-07-11,134.55100000000002
2012-07-21,204.926
2012-08-01,128.142
2012-08-11,134.096
2012-08-21,114.60600000000001
2012-09-01,128.475
2012-09-11,102.67299999999999
2012-09-21,103.34
2012-10-01,80.89
2012-10-11,35.864000000000004
2012-10-21,26.769000000000002
2012-11-01,12.168
2012-11-11,22.68
2012-11-21,16.102
2012-12-01,3.252
2012-12-11,1.8719999999999999
2012-12-21,2.049
2013-01-01,1.508
2013-01-11,1.1159999999999999
2013-01-21,2.804
2013-02-01,3.398
2013-02-11,4.365
2013-02-21,2.066
2013-03-01,5.127000000000001
2013-03-11,6.461
2013-03-21,10.648
2013-04-01,6.585
2013-04-11,17.086
2013-04-21,13.082
2013-05-01,75.279
2013-05-11,47.12
2013-05-21,71.902
2013-06-01,154.787
2013-06-11,138.088
2013-06-21,142.597
2013-07-01,138.798
2013-07-11,97.87700000000001
2013-07-21,217.958
2013-08-01,170.89
2013-08-11,168.67700000000002
2013-08-21,162.779
2013-09-01,116.536
2013-09-11,137.906
2013-09-21,84.70200000000001
2013-10-01,61.958999999999996
2013-10-11,40.376
2013-10-21,96.21
2013-11-01,11.052
2013-11-11,12.73
2013-11-21,14.661
2013-12-01,2.884
2013-12-11,2.387
2013-12-21,1.886
2014-01-01,1.182
2014-01-11,0.9940000000000001
2014-01-21,1.227
2014-02-01,2.725
2014-02-11,4.223
2014-02-21,1.8459999999999999
2014-03-01,4.031000000000001
2014-03-11,4.104
2014-03-21,7.6979999999999995
2014-04-01,9.131
2014-04-11,8.847000000000001
2014-04-21,14.073
2014-05-01,63.095
2014-05-11,51.183
2014-05-21,60.098
2014-06-01,115.17399999999999
2014-06-11,177.886
2014-06-21,101.51100000000001
2014-07-01,116.11
2014-07-11,155.655
2014-07-21,144.097
2014-08-01,123.941
2014-08-11,120.59899999999999
2014-08-21,170.695
2014-09-01,82.91799999999999
2014-09-11,79.867
2014-09-21,66.206
2014-10-01,31.764
2014-10-11,28.169
2014-10-21,43.747
2014-11-01,33.786
2014-11-11,7.021
2014-11-21,6.297000000000001
2014-12-01,3.0239999999999996
2014-12-11,1.896
2014-12-21,2.349
2015-01-01,3.266
2015-01-11,2.3819999999999997
2015-01-21,2.568
2015-02-01,3.7239999999999998
2015-02-11,4.627
2015-02-21,2.346
2015-03-01,4.492
2015-03-11,3.0580000000000003
2015-03-21,16.748
2015-04-01,16.203
2015-04-11,13.593
2015-04-21,25.768
2015-05-01,23.013
2015-05-11,58.768
2015-05-21,47.989
2015-06-01,95.09700000000001
2015-06-11,111.307
2015-06-21,151.874
2015-07-01,131.639
2015-07-11,177.995
2015-07-21,270.789
2015-08-01,151.113
2015-08-11,90.884
2015-08-21,120.60700000000001
2015-09-01,90.619
2015-09-11,118.079
2015-09-21,55.562
2015-10-01,117.88600000000001
2015-10-11,23.395
2015-10-21,34.304
2015-11-01,21.136
2015-11-11,7.968999999999999
2015-11-21,6.68
2015-12-01,3.167
2015-12-11,1.9080000000000001
2015-12-21,2.248
2016-01-01,2.698
2016-01-11,1.8359999999999999
2016-01-21,4.487
2016-02-01,3.5389999999999997
2016-02-11,4.66
2016-02-21,4.544
2016-03-01,4.96
2016-03-11,4.1610000000000005
2016-03-21,15.210999999999999
2016-04-01,16.624000000000002
2016-04-11,23.423000000000002
2016-04-21,31.593000000000004
2016-05-01,26.993000000000002
2016-05-11,64.376
2016-05-21,93.79899999999999
2016-06-01,125.921
2016-06-11,133.05100000000002
2016-06-21,102.751
2016-07-01,164.093
2016-07-11,136.434
2016-07-21,208.158
2016-08-01,118.734
2016-08-11,135.445
2016-08-21,129.072
2016-09-01,81.817
2016-09-11,102.036
2016-09-21,85.63600000000001
2016-10-01,66.3
2016-10-11,40.417
2016-10-21,77.925
2016-11-01,56.926
2016-11-11,12.355
2016-11-21,9.189
2016-12-01,4.5889999999999995
2016-12-11,2.171
2016-12-21,1.87
2017-01-01,5.813
2017-01-11,3.321
2017-01-21,2.1630000000000003
2017-02-01,2.7569999999999997
2017-02-11,3.657
2017-02-21,3.468
2017-03-01,6.456
2017-03-11,7.789
2017-03-21,16.417
2017-04-01,20.771
2017-04-11,27.031
2017-04-21,31.699
2017-05-01,37.284
2017-05-11,59.332
2017-05-21,103.4
2017-06-01,94.09299999999999
2017-06-11,126.50299999999999
2017-06-21,108.014
2017-07-01,138.433
2017-07-11,197.928
2017-07-21,200.172
2017-08-01,122.01100000000001
2017-08-11,123.416
2017-08-21,156.039
2017-09-01,102.45299999999999
2017-09-11,103.889
2017-09-21,89.186
2017-10-01,78.819
2017-10-11,83.169
2017-10-21,61.363
2017-11-01,6.545
2017-11-11,15.720999999999998
2017-11-21,21.563000000000002
2017-12-01,6.397
2017-12-11,2.2030000000000003
2017-12-21,2.81
2018-01-01,5.73
2018-01-11,1.5230000000000001
2018-01-21,2.478
2018-02-01,4.452
2018-02-11,2.551
2018-02-21,2.792
2018-03-01,6.882999999999999
2018-03-11,5.944
2018-03-21,8.59
2018-04-01,12.359000000000002
2018-04-11,14.718
2018-04-21,22.381
2018-05-01,60.787
2018-05-11,25.014
2018-05-21,112.573
2018-06-01,161.14700000000002
2018-06-11,186.278
2018-06-21,103.766
2018-07-01,100.595
2018-07-11,144.476
2018-07-21,231.954
2018-08-01,125.219
2018-08-11,139.838
2018-08-21,140.407
2018-09-01,98.184
2018-09-11,89.286
2018-09-21,74.32600000000001
2018-10-01,84.529
2018-10-11,54.645
2018-10-21,53.16
2018-11-01,11.245
2018-11-11,12.882
2018-11-21,6.7
2018-12-01,5.6129999999999995
2018-12-11,4.382
2018-12-21,3.332
2019-01-01,6.501
2019-01-11,2.645
2019-01-21,3.0839999999999996
2019-02-01,2.46
2019-02-11,4.915
2019-02-21,3.4419999999999997
2019-03-01,5.29
2019-03-11,4.534
2019-03-21,6.472
2019-04-01,13.27
2019-04-11,7.345
2019-04-21,9.408999999999999
2019-05-01,28.444000000000003
2019-05-11,38.641
2019-05-21,53.567
2019-06-01,90.929
2019-06-11,115.62299999999999
2019-06-21,99.32600000000001
2019-07-01,124.734
2019-07-11,83.29700000000001
2019-07-21,217.653
2019-08-01,174.25900000000001
2019-09-01,94.17200000000001
2019-09-11,86.126
2019-09-21,71.462
2019-10-01,68.751
2019-10-11,36.663000000000004
2019-10-21,27.366999999999997
2019-11-01,16.855999999999998
2019-11-11,6.737
2019-11-21,5.216
2019-12-01,2.022
2019-12-11,1.78
2019-12-21,2.694
